Ticker,horizon,samples,direction_accuracy,direction_wf1,direction_mcc
AAPL,1d,1480,0.46824324324324323,0.46971590238600813,-0.06670205448060644
AAPL,3d,1480,0.5243243243243243,0.5245504538700668,0.04766435230498121
AAPL,5d,1480,0.5027027027027027,0.5026263574850001,0.004633158277633387
AAPL,10d,1456,0.49107142857142855,0.4915520269668549,-0.02433861047659296
AAPL,21d,1336,0.49700598802395207,0.49700598802395207,-0.008918296892980437
